Column 1,Facility Type,Inmate Sex,State,City,ZIP Code,Physical Address,Inmate Mailing Address,Newspaper Delivery Address,Facility Phone Number,Website URL,Facility Mail Policy Link,Inmate Search Link,Contact Via Email,Facility Contact Name / Phone,Security Level,Population Size,Vendor Required,Approved Vendors,Vendor Approval Status,Books Allowed,Paperback Allowed,Hardcover Allowed,Single Magazine Allowed,Magazines Allowed,Newspapers Allowed,MailCall Newspapers Allowed,Tattoo Books Allowed,Urban Content Allowed,Restrictions,Sexually Explicit Content Allowed,Adult Magazines Allowed,Other,Must Ship Direct from Publisher,Used Books Allowed,Max Books Per Package / Shipment,Max Size of Publications Restriction,Special Notes on Packaging,Common Rejection Reasons,Strict Facility,Other,Mailroom Contact Name,Mailroom Phone,Mailroom Email,Last Updated Date,Source (Website/Phone/Other),Confidence Level,Internal Notes
Johnson County Jail,County Jail,Both,Indiana ,Franklin,46131,"1091 Hospital Rd,Franklin,IN 46131","P.O. BOX 609
FRANKLIN, IN 46131
",,(317)346-4716,https://johnsoncountysheriff.com/jail-division/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin County Sheriff's Office,Sheriff Office,Both,North Carolina,Williamston,27892," 305 E Main St,Williamston,NC 27892","PO Box 308
Williamston, NC 27892",,(252)789-4500,"//www.martincountync.gov/departments/sheriff/index.php
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otsego County Jail,County Jail,Both,New York,Cooperstown,13326,"172 County Hwy 33 W, Cooperstown, NY 13326","172 County Hwy 33 W, Cooperstown, NY 13326",,(607) 547-4252,https://otsegocounty.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Salle County Jail,County Jail,Both,Texas,Cotulla,78014,"703 N Main St, Cotulla, TX 78014","703 N Main St, Cotulla, TX 78014",,(830) 879-3041,https://www.co.la-salle.tx.us/index.php?option=com_content&view=article&id=77&Itemid=481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pitt County Sheriff's Office,Sheriff Office,Both,North Carolina,Greenville,27834," 100 New Hope Rd, Greenville, NC 27834","100 New Hope Rd, Greenville, NC 27834",,(252) 902-2800,https://www.co.la-salle.tx.us/index.php?option=com_content&view=article&id=77&Itemid=481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Green County Jail,County Jail,Both,Texas,San Angelo,76905,"4382 N US Hwy 277, San Angelo, TX 76905","4382 N US Hwy 277, San Angelo, TX 76905",,"(325) 659-6597",https://www.tomgreencountytx.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot Spring County Jail,County Jail,Both,Arkansas,Malvern,72104,"1 Detention Ln, Malvern, AR 72104","1 Detention Ln, Malvern, AR 72104",, (501) 332-7410,https://www.hotspringcountysoar.gov/jail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Rockbridge County Sheriff's Office",Sheriff Office,Both,Virginia,Lexington,24450,"258 Greenhouse Rd, Lexington, VA 24450","258 Greenhouse Rd, Lexington, VA 24450",,(540) 463-7329,https://www.co.rockbridge.va.us/147/Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Pearl River County-Sheriff Department
",Sheriff Office,Both,Mississippi ,Poplarville,39470,"200 S Julia St,Poplarville,MS 39470","200 S Julia St,Poplarville,MS 39470",,"(601)795-2241","
https://www.pearlrivercounty.net/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings County Sheriff's Office,Sheriff Office,Both,California,Hanford,93230,"1550 Kings County Dr, Hanford, CA 93230","PO Box 1699 Hanford, CA 93230",,"(559) 584-9276","
https://www.countyofkingsca.gov/departments/public-safety/sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scioto County Sheriff's Office,Sheriff Office,Both,Ohio,Portsmouth,45662,"1025 16th St, Portsmouth, OH 45662","1025 16th St, Portsmouth, OH 45662",,(740) 355-8261,https://www.sciotocountysheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fairfax County Sheriff
",Sheriff Office,Both,Virginia,Fairfax,22030,"10459 Main St, Fairfax, VA 22030","10459 Main St, Fairfax, VA 22030",,(703) 246-2328,"
https://www.fairfaxcounty.gov/sheriff/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte County Jail,County Jail,Both,Florida,Punta Gorda,33982,"26601 Airport Rd, Punta Gorda, FL 33982","26601 Airport Rd, Punta Gorda, FL 33982",,(941) 833-6300,"
https://www.ccso.org/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juneau County Jail,County Jail,Both,Wisconsin,Mauston,53948,"200 Oak St, Mauston, WI 53948","200 Oak St, Mauston, WI 53948",,(608) 847-9419,"
https://www.co.juneau.wi.gov/departments/sheriff_s_office/jail/index.php
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Stanislaus County Sheriff Department
",Sheriff Office,Both,California,Modesto,95358,"250 Hackett Rd, Modesto, CA 95358","P.O. Box 16120
Jonesboro, AR 72401",,(209) 525-7117,https://www.scsdonline.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quay County Sheriff’s Office,Sheriff Office,Both,New Mexico,Tucumcari,88401,"300 S 3rd St, Tucumcari, NM 88401","PO Box 943
Tucumcari, New Mexico, 88401",,(575) 461-2720,https://www.quaycounty-nm.gov/elected-officals/sheriff/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheriff's Department Jackson County,Sheriff Office,Both,Michigan ,Jackson,49201,"212 W Wesley St,Jackson,MI 49201","212 W Wesley St,Jackson,MI 49201",,(517)768-7900,https://www.co.jackson.mi.us/3069/Sheriffs-Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton County Sheriff,Sheriff Office,Both,Nebraska,Aurora,68818,"715 12th St, Aurora, NE 68818","715 12th St, Aurora, NE 68818",,"(402) 694-6936",https://hamiltoncountyne.gov/sheriff/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycoming County Sheriff,Sheriff Office,Both,Pennyslvania,Williamsport,17701,"48 W 3rd St, Williamsport, PA 17701","48 W 3rd St, Williamsport, PA 17701",,(570) 327-2280,https://lycomingcountypa.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sedgwick County Sheriff's Office,Sheriff Office,Both,Kansas,Wichita,67203,"141 W Elm St, Wichita, KS 67203","141 W Elm St, Wichita, KS 67203",,(316) 660-3900,"
https://www.sedgwickcounty.org/sheriff/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stark County Sheriff's Office,Sheriff Office,Both,Ohio,Canton,44641,"4500 Atlantic Blvd NE,Canton,OH 44641","4500 Atlantic Blvd NE,Canton,OH 44641",,(330)430-3800,https://sheriff.starkcountyohio.gov/government/offices/sheriff/index.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne County Sheriff's Office Annex,Sheriff Office,Both,North Carolina,Goldsboro,27530,"1916 US-117 ALT, Goldsboro, NC 27530","1916 US-117 ALT, Goldsboro, NC 27530",,(919) 731-1481,https://www.waynegov.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotland County Jail,County Jail,Both,North Carolina,Laurinburg,28352," 212 Biggs St, Laurinburg, NC 28352"," 212 Biggs St, Laurinburg, NC 28352",,(910) 277-2023,https://scotlandcountysheriff.com/inmate-search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest County Sheriff,Sheriff Office,Both,Wisconsin,Crandon,54520,"100 S Park Ave, Crandon, WI 54520","100 S Park Ave, Crandon, WI 54520",,"(715) 478-3331",https://forestcountysheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richland County Sherrif Department Region 3,Sheriff Office,Both,South Carolina,Columbia,29223,"5623 Two Notch Rd
Columbia, SC 29223","5623 Two Notch Rd
Columbia, SC 29223",,(803) 576-3000,https://www.rcsd.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lagrange County Sheriff's Office,Sheriff Office,Both,Indiana ,LaGrange,46761,"875 IN-9, LaGrange, IN 46761","875 IN-9, LaGrange, IN 46761",,(260) 463-7491,"
https://www.lagrangecounty.org/department/index.php?structureid=27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennington County Jail,County Jail,Both,South Dakota,Rapid City,57701,"307 St Joseph St, Rapid City, SD 57701","307 St Joseph St, Rapid City, SD 57701",,(605) 394-6116,https://www.pennco.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magoffin County Sheriff Office,Sheriff Office,Both,Kentucky,Salyersville,41465,"56 E Maple St, Salyersville, KY 41465","P.O. Box 430, Salyersville, KY 41465",,(606) 349-2914,https://magoffincounty.ky.gov/elected-officials/sheriffs-office/Pages/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee County Jail / Detention Center,County Jail,Both,Alabama,Opelika,36801," 1900 Frederick Rd, Opelika, AL 36801"," 1900 Frederick Rd, Opelika, AL 36801",,(334) 737-7050,https://www.leecosheriffal.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sully County Sheriff's Office,Sheriff Office,Both,South Dakota,Onida,57564,"700 Ash Ave, Onida, SD 57564","700 Ash Ave, Onida, SD 57564",,(605) 258-2244,"
https://sully.sdcounty.gov/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outagamie County Sheriff,Sheriff Office,Both,Wisconsin,Appleton,54911,"3030 Goodland Dr, Appleton, WI 54911","3030 Goodland Dr, Appleton, WI 54911",,(920) 832-5605,https://www.outagamie.gov/Our-County/Sheriffs-Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashtabula County Sheriff Department,Sheriff Office,Both,Ohio,Jefferson,44047,"25 W Jefferson St, Jefferson, OH 44047","25 W Jefferson St, Jefferson, OH 44047",,(440) 576-9046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elkhart County Sheriff's Office,Sheriff Office,Both,Indiana,Elkhart,46517,"26861 Co Rd 26, Elkhart, IN 46517","26861 Co Rd 26, Elkhart, IN 46517",,(574) 891-2300,"
https://sheriff.elkhartcounty.com/en/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County Jail,County Jail,Both,Idaho,Rigby,83442," 200 Courthouse Way, Rigby, ID 83442"," 200 Courthouse Way, Rigby, ID 83442",,(208) 745-6574,https://jeffersoncountydetentionid.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Mono County Sheriff's Office
",Sheriff Office,Both,California,Bridgeport,93517,"49 Bryant St, Bridgeport, CA 93517","49 Bryant St, Bridgeport, CA 93517",,(760) 932-7549,https://monosheriff.org/sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kane County Sheriff's Office
",Sheriff Office,Both,Illinois ,"St. Charles,",60175," 37W755 IL-38 suite a, St. Charles, IL 60175"," 37W755 IL-38 suite a, St. Charles, IL 60175",,(630) 232-6840,https://www.kanesheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento County Sheriff Department,Sheriff Office,Both,California,Sacramento,95841,"4500 Orange Grove Avenue, Sacramento, CA 95841","4500 Orange Grove Avenue, Sacramento, CA 95841",,916-874-5115,https://www.sacsheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panola County Sheriff’s Office,Sheriff Office,Both,Texas,Carthage,75633,"314 W Wellington St, Carthage, TX 75633","314 W Wellington St, Carthage, TX 75633",,(903) 693-0333,https://www.co.panola.tx.us/page/panola.Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athens County Sheriff,Sheriff Office,Both,Ohio,Athens,45701,"13 W Washington St, Athens, OH 45701","13 W Washington St, Athens, OH 45701",,(740) 593-6633,https://www.athenssheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nacogdoches County Sheriff's Office,Sheriff Office,Both,Texas,Nacogdoches,75964,"2306 Douglass Rd, Nacogdoches, TX 75964","2306 Douglass Rd, Nacogdoches, TX 75964",,(936) 560-7777,https://www.nac-sheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County Jail,County Jail,Both,Texas,Edna,77957,"115 W Main St, Edna, TX 77957","115 W Main St, Edna, TX 77957",,(361) 782-5407,https://www.co.jackson.tx.us/page/jackson.sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bremer County Sheriff,Sheriff Office,Both,Iowa,Waverly,50677,"111 4th St NE, Waverly, IA 50677","111 4th St NE, Waverly, IA 50677",,(319) 352-5400,https://www.bremercounty.iowa.gov/government/sheriff/index.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln County Sheriff District office,Sheriff Office,Both,North Carolina,Denver,28037,"700 John Howell Memorial Drive 
Lincolnton,NC 28092","700 John Howell Memorial Drive 
Lincolnton,NC 28092",,(704) 483-7084,http://lincolnsheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kent County Sheriff's Office,Sheriff Office,Both,Michigan ,Grand Rapids,49503,"
701 Ball Ave NE, Grand Rapids, MI 49503","
701 Ball Ave NE, Grand Rapids, MI 49503",,(616) 632-6100,https://www.kentcountymi.gov/894/Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loudoun County Sheriff's Office,Sheriff Office,Both,Virginia,Round Hill,20141,"47 W Loudoun St, Round Hill, VA 20141","47 W Loudoun St, Round Hill, VA 20141",,(571) 258-3750,https://sheriff.loudoun.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee County Sheriff's Office,Sheriff Office,Both,Texas,Giddings,78942,"2122 FM448, Giddings, TX 78942","2122 FM448, Giddings, TX 78942",,(979) 542-2800,https://www.leecountysherifftx.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pope County Sheriffs Office,Sheriff Office,Both,Illinois ,Golconda,62938,"216 E Decatur St, Golconda, IL 62938","216 E Decatur St, Golconda, IL 62938",,(618) 683-4321,https://www.ilsheriff.org/county/pope/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Juan County Sheriff's Office,Sheriff Office,Both,New Mexico,Kirtland,87417," 6 Rd 6360, Kirtland, NM 87417"," 6 Rd 6360, Kirtland, NM 87417",,(505) 334-6107,https://www.sjcounty.net/government/sheriff-s-office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Tarrant County Sheriff's Office",Sheriff Office,Both,Texas,Fort Worth,76135,"6651 Lake Worth Blvd, Fort Worth, TX 76135","6651 Lake Worth Blvd, Fort Worth, TX 76135",,(817) 884-3099,"
https://www.tarrantcountytx.gov/en/sheriff.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Berkeley County Sheriff’s Office Community Office
Sheriff's department",Sheriff Office,Both,South Carolina,Cross,29436,"1659 Old Field Rd, Cross, SC 29436","1659 Old Field Rd, Cross, SC 29436",,(843) 753-2455,"
https://sheriff.berkeleycountysc.gov/about/location-and-phone-numbers/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami County Sheriff's Office,Sheriff Office,Both,Kansas,Paola,66071,"209 S Pearl St, Paola, KS 66071","209 S Pearl St, Paola, KS 66071",,(913) 294-3232,https://www.miamicountyks.gov/1064/Sheriffs-Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richland County Sheriff's Department,Sheriff Office,Both,South Carolina,Columbia,29223,"5623 Two Notch Rd, Columbia, SC 29223","5623 Two Notch Rd, Columbia, SC 29223",,(803) 576-3000,https://www.rcsd.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Warren County Jail
",County Jail,Both,Iowa,Indianola,50125,"115 N Howard St, Indianola, IA 50125","115 N Howard St, Indianola, IA 50125",,(515) 961-1104,"
https://www.warrencountyia.gov/government/public-safety/sheriff/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Carson City Sheriffs Office",Sheriff Office,Both,Nevada,Carson City,89701," 911 E Musser St, Carson City, NV 89701"," 911 E Musser St, Carson City, NV 89701",, (775) 887-2500,"
https://www.carsoncity.gov/government/departments-g-z/sheriff-s-office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chester County Sheriff Office,Sheriff Office,Both,Pennsylvania,West Chester,19382,"201 W Market St, West Chester, PA 19382","201 W Market St, West Chester, PA 19382",,(610) 344-6850,https://www.chesco.org/167/Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara Sheriff's County Office,Sheriff Office,Both,California,Santa Barbara,93110,"4434 Calle Real, Santa Barbara, CA 93110","4434 Calle Real, Santa Barbara, CA 93110",,(805) 681-4100,"4434 Calle Real, Santa Barbara, CA 93110
https://www.sbsheriff.org/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Wyandotte County Sheriff's Office
",Sheriff Office,Both,Kansas ,Kansas City,66101,"710 7th St, Kansas City, KS 66101","710 7th St, Kansas City, KS 66101",,(913) 573-2861,https://www.wycokck.org/Departments/Sheriffs-Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Dutchess County Justice and Transition Center",County Jail,Both,New York,Poughkeepsie,12601,"150 N Hamilton St, Poughkeepsie, NY 12601","150 N Hamilton St, Poughkeepsie, NY 12601",,(845) 486-3900,https://www.dutchessny.gov/Departments/Jail/dutchess-county-jail.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sublette County Sheriff Administration,Sheriff Office,Both,Wyoming,Pinedale,82941,"35 S Tyler Ave, Pinedale, WY 82941","35 S Tyler Ave, Pinedale, WY 82941",,(307) 367-6593,"https://www.sublettecountywy.gov/139/Sublette-County-Sheriffs-Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oconto County Jail
",County Jail,Both,Wisconsin,Oconto,54153,"301 Washington St, Oconto, WI 54153","301 Washington St, Oconto, WI 54153",,"(920) 834-6918","
https://www.ocontocountywi.gov/402/Jail-Division",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanawha County Sheriff's Cross Lanes Detachment,Sheriff Office,Both,West Virginia,Cross Lanes,25313,"121 Goff Mountain Rd B, Cross Lanes, WV 25313","121 Goff Mountain Rd B, Cross Lanes, WV 25313",,(304) 776-7564,https://www.kanawhasheriff.us/about-us/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Fillmore County Sheriff Office",Sheriff Office,Both,Minnesota ,Preston,55965,"901 Houston St NW, Preston, MN 55965
","901 Houston St NW, Preston, MN 55965",,(507) 765-3874,"https://www.co.fillmore.mn.us/departments/sheriff/index.php",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Imperial County Sheriff’s Office,Sheriff Office,Both,California,El Centro,92243,"328 Applestill Rd, El Centro, CA 92243","328 Applestill Rd, El Centro, CA 92243",,"
(442) 265-2000","https://icso.imperialcounty.org/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Delaware County Sheriff's Office
",Sheriff Office,Both,Ohio,Delaware,43015,"844 US-42 N, Delaware, OH 43015","844 US-42 N, Delaware, OH 43015",,(740) 833-2800,"
https://sheriff.co.delaware.oh.us/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monmouth County Sheriff's Office,Sheriff Office,Both,New Jersey,Freehold,/07728,"2500 Kozloski Rd, Freehold, NJ 07728","2500 Kozloski Rd, Freehold, NJ 07728",,(732) 431-6400,"
https://www.mcsonj.org/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinellas County Jail,County Jail,Both,Clearwater,Florida,33762,"14400 49th Street N, Clearwater, FL 33762","14400 49th Street N, Clearwater, FL 33762",,(727) 464-6415,"
https://www.pinellassheriff.gov/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Seward County Sheriff's Office",Sheriff Office,Both,Seward,Nebraska,68434,"261 S 8th St, Seward, NE 68434","261 S 8th St, Seward, NE 68434",,(402) 643-2359,https://sewardcountyne.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutland County Sheriff's Office,Sheriff Office,Both,Vermont,Rutland,/05701,"88 Grove St, Rutland, VT 05701","88 Grove St, Rutland, VT 05701",,(802) 775-8002,https://www.rutlandsheriff.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendall County Sheriff's Office,Sheriff Office,Both,Illinois ,Yorkville,60560,"1102 Cornell Ln, Yorkville, IL 60560","1102 Cornell Ln, Yorkville, IL 60560
",,(630) 553-7500,"
https://www.kendallcountyil.gov/offices/sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson County Sheriff Office,Sheriff Office,Both,Arkansas,Clarksville,72830,"301 Porter Industrial Rd, Clarksville, AR 72830","301 Porter Industrial Rd, Clarksville, AR 72830
",,(479) 754-2200,https://www.jcsoar.us/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma County Sheriff's Office,Sheriff Office,Both,California,Santa Rosa,95403,"2796 Ventura Avenue
Santa Rosa, CA 95403","2796 Ventura Avenue
Santa Rosa, CA 95403",,(707) 565-2511,"
https://www.sonomasheriff.org/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peoria County Sheriff's Office,Sheriff Office,Both,Illinois ,Peoria,61604,"301 N Maxwell Rd, Peoria, IL 61604","301 N Maxwell Rd, Peoria, IL 61604",,(309) 697-8515,https://www.peoriacounty.gov/1345/Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wise County Sheriff's Office,Sheriff Office,Both,Virginia,Wise,24293,"5605 Patriot Drive
Wise, VA 24293","P.O. Box 916
Wise, VA 24293",,276-328-3566,"
https://www.wisecounty.org/211/Sheriff---WCSO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris County Sheriff's Office ,Sheriff Office,Both,Texas,Houston,77002,"1200 Baker Street
Houston, TX 77002","1200 Baker Street
Houston, TX 77002",,(713) 755-5300,"https://harriscountyso.org/ContactUs/Contact
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guilford County Sheriff's Office,Sheriff Office,Both,North Carolina,Greensboro,27401,"401 W. Sycamore St.
Greensboro, NC 27401","401 W. Sycamore St.
Greensboro, NC 27401",,336-641-3694,"https://harriscountyso.org/ContactUs/Contact
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Branch County Sheriff's Office,Sheriff Office,Both,Michigan ,Coldwater,49036,"379 Keith Wilhelm Dr.
Coldwater, MI 49036","379 Keith Wilhelm Dr.
Coldwater, MI 49036",,517.278.2325,https://www.countyofbranch.com/sheriff/jail/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adams County Sheriff Office ,Sheriff Office,Both,Colorado,Brighton,80601,"150 N 19th Ave, Brighton, CO 80601","PO Box 5001
Brighton, CO 80601",,(303) 654-1850,https://adamssheriffco.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne County Sheriff's Office ,Sheriff Office,Both,New York,Lyons,14489,"7376 Route 31 Suit 10000,Lyons,NY 14489","7376 Route 31 Suit 10000,Lyons,NY 14489",,(315)946-9711,https://www.waynecosheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cache County Sheriff's Complex,Sheriff Office,Both,Utah,Logan,84321,"1225 W 200 N, Logan, UT 84321","1225 W 200 N, Logan, UT 84321",,(435) 755-1000,https://www.cachecounty.gov/sheriffs-office/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knox County Jail,County Jail,Both,Nebraska,Center,68724,"206 Main St, Center, NE 68724","PO Box 142
Center, NE 68724",, (402) 288-4261,https://knoxcountyne.gov/county-jail/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dekalb County Sheriff's Office,Sheriff Office,Both,Alabama,Fort Payne,35968,"2801 Jordan Road SW
Fort Payne, AL 35968
","2801 Jordan Road SW
Fort Payne, AL 35968
",,(256) 845-8565,https://www.dekalbcountysheriff.org/roster_choose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt County Sheriff's Office,Sheriff Office,Both,Nevada,Winnemucca,89445,"50 W. Fifth Street
Winnemucca, NV 89445","50 W. Fifth Street
Winnemucca, NV 89445",,775-623-6419,https://www.humboldtcountynv.gov/518/Humboldt-County-Sheriffs-Office/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall County Sheriff's Office,Sheriff Office,Both,Alabama,Guntersville,35976,"423 Blount Ave Guntersville, AL 35976
","423 Blount Ave Guntersville, AL 35976
",,256-582-2034,https://www.marshallso.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilmer County Georgia Sheriff’s Office,Sheriff Office,Both,Georgia,Ellijay,30540,"1 Broad Street, Suite #103
Ellijay, Georgia 30540
","1 Broad Street, Suite #103
Ellijay, Georgia 30540",,706-635-4162,https://gilmersheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roanoke City Sheriff Office,Sheriff Office,Both,Virginia,Roanoke,24016,"340 Campbell Ave SW, Roanoke, VA 24016"," 340 Campbell Ave SW, Roanoke, VA 24016",,(540) 853-2941,https://www.roanokeva.gov/844/Meet-the-Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence County Sheriff,Sheriff Office,Both,Illinois ,Lawrenceville,62439,"1306 Lexington Avenue, Lawrenceville IL 62439","1306 Lexington Avenue, Lawrenceville IL 62439",,618-943-1693,https://www.lawrencecsd.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denton County Jail,County Jail,Both,Texas,Denton,76205,"127 N Woodrow Ln # 300, Denton, TX 76205","127 N Woodrow Ln # 300, Denton, TX 76205",,(972) 434-5502,https://www.dentoncounty.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
